dataset,approach,max_depth,cv_mape,test_mape,n_trees,num_trees_phase1,phase1_pct,chosen
auto_mpg,baseline,1,0.08639480071935905,0.08016038014497565,214,,,False
auto_mpg,baseline,2,0.08322877358956983,0.07972172945127241,113,,,False
auto_mpg,baseline,3,0.08241886547897065,0.08015748097594443,105,,,False
auto_mpg,baseline,4,0.08117526397340133,0.08499266692098195,97,,,True
auto_mpg,baseline,5,0.08147867234519598,0.09309281584871665,107,,,False
auto_mpg,baseline,6,0.08213943434522751,0.09510313354883801,106,,,False
auto_mpg,baseline,7,0.0843246261643884,0.093324609817971,212,,,False
auto_mpg,baseline,8,0.08409152918789212,0.09082826084539314,155,,,False
auto_mpg,baseline,9,0.08465682464991267,0.09044982061396727,178,,,False
auto_mpg,baseline,10,0.08305374546490958,0.08903919838464551,272,,,False
auto_mpg,monotonic,1,0.08599611601389405,0.07704072094552919,264,,,False
auto_mpg,monotonic,2,0.08336953252834159,0.07602047724025293,181,,,False
auto_mpg,monotonic,3,0.08192987589939564,0.07847884472256278,174,,,False
auto_mpg,monotonic,4,0.07987029282708337,0.08542003048907779,129,,,True
auto_mpg,monotonic,5,0.0808437521393061,0.08728288382674328,115,,,False
auto_mpg,monotonic,6,0.08213701472172212,0.09042944723477805,110,,,False
auto_mpg,monotonic,7,0.08412477037871438,0.0918640507460523,121,,,False
auto_mpg,monotonic,8,0.08466195800920825,0.09097995249188158,129,,,False
auto_mpg,monotonic,9,0.08456331598211016,0.09021359404249676,120,,,False
auto_mpg,monotonic,10,0.08461766099114343,0.09063412189850455,124,,,False
auto_mpg,progressive,4,0.07993194135741913,0.08075968649789271,159,5.0,0.025,False
auto_mpg,progressive,4,0.08003264815139666,0.08166648472693042,158,6.0,0.05,False
auto_mpg,progressive,4,0.07958333638275188,0.08252583914461645,104,9.0,0.075,True
auto_mpg,progressive,4,0.08038731325032547,0.08440656155190125,124,12.0,0.1,False
auto_mpg,progressive,4,0.08066341430135278,0.08298045724165391,184,16.0,0.125,False
auto_mpg,progressive,4,0.08104367982996322,0.08485023855216975,223,19.0,0.15,False
auto_mpg,progressive,4,0.08193914032439178,0.0846568134583434,190,22.0,0.175,False
auto_mpg,progressive,4,0.0816682458465596,0.08583895654504577,175,25.0,0.2,False
