dataset,approach,max_depth,cv_mape,test_mape,n_trees,num_trees_phase1,phase1_pct,chosen
ames_housing,baseline,1,0.10646681487560272,0.10792587697505951,647,,,False
ames_housing,baseline,2,0.10230829715728759,0.1059432327747345,279,,,False
ames_housing,baseline,3,0.10215971618890762,0.10385672003030777,195,,,False
ames_housing,baseline,4,0.10036019682884216,0.10531982779502869,154,,,True
ames_housing,baseline,5,0.10122299194335938,0.1039484441280365,166,,,False
ames_housing,baseline,6,0.10384847223758698,0.10508644580841064,102,,,False
ames_housing,baseline,7,0.1034867525100708,0.10621640831232071,133,,,False
ames_housing,baseline,8,0.10594301968812943,0.10635785758495331,107,,,False
ames_housing,baseline,9,0.10838385820388793,0.1071084663271904,142,,,False
ames_housing,baseline,10,0.10933988988399505,0.10848215967416763,204,,,False
ames_housing,monotonic,1,0.11336672604084015,0.11179110407829285,410,,,False
ames_housing,monotonic,2,0.10944716334342956,0.105155810713768,250,,,False
ames_housing,monotonic,3,0.10611045062541961,0.10428956151008606,151,,,False
ames_housing,monotonic,4,0.10452052354812622,0.10492976754903793,118,,,False
ames_housing,monotonic,5,0.1041381299495697,0.10239527374505997,141,,,True
ames_housing,monotonic,6,0.10605068653821945,0.1044001653790474,105,,,False
ames_housing,monotonic,7,0.10746748745441437,0.10570643097162247,88,,,False
ames_housing,monotonic,8,0.10883134007453918,0.10739857703447342,94,,,False
ames_housing,monotonic,9,0.1101672112941742,0.10697321593761444,94,,,False
ames_housing,monotonic,10,0.11050718128681183,0.10649392753839493,94,,,False
ames_housing,progressive,5,0.10340828597545623,0.1006113737821579,138,5.0,0.025,True
ames_housing,progressive,5,0.10381348580121993,0.1028294637799263,117,7.0,0.05,False
ames_housing,progressive,5,0.1057896301150322,0.09888819605112076,120,10.0,0.075,False
ames_housing,progressive,5,0.10497043430805206,0.10000935196876526,125,14.0,0.1,False
ames_housing,progressive,5,0.10680912733078003,0.09915698319673538,121,17.0,0.125,False
ames_housing,progressive,5,0.10703113824129104,0.09966957569122314,176,21.0,0.15,False
ames_housing,progressive,5,0.10774553269147873,0.10200201719999313,149,24.0,0.175,False
ames_housing,progressive,5,0.1094170480966568,0.10188225656747818,158,28.0,0.2,False
